Mês;Identificação;Nome do Produto;Un;Quantidade;Custo Unitário;Custo Total;Valor Unitário;Valor Total;Margem
Novembro;1491;M/M PIQUET 50%POL/50%ALG - AZUL ROYAL;KG;176,16;23,6697;4.169,67;43,56;7.672,85;45,66
Novembro;172;M/M PIQUET 50%POL/50%ALG - BRANCO;KG;373,671;17,1399;6.404,70;40,24;15.035,51;57,4
Novembro;1520;M/M PIQUET 50%POL/50%ALG - CINZA CHUMBO;KG;66,93;19,7769;1.323,67;44,59;2.984,20;55,64
Novembro;1519;M/M PIQUET 50%POL/50%ALG - CINZA PRATA;KG;6,4;18,8296;120,51;48,14;308,11;60,89
Novembro;42;M/M PIQUET 50%POL/50%ALG - GRAFITE;KG;106,828;20,7999;2.222,02;45,21;4.829,59;53,99
Novembro;1470;M/M PIQUET 50%POL/50%ALG - PRETO;KG;565,124;20,19;11.409,86;45,45;25.686,48;55,58
Novembro;1521;M/M PIQUET 50%POL/50%ALG - VD BANDEIRA;KG;247,16;21,6317;5.346,50;45,57;11.264,21;52,54
Novembro;1473;M/M PIQUET 50%POL/50%ALG - VERDE MUSGO;KG;206,508;20,7162;4.278,08;45,24;9.342,92;54,21
Novembro;1464;M/M PIQUET 50%POL/50%ALG - VERMELHO;KG;102,85;21,1502;2.175,30;46,64;4.796,77;54,65
Novembro;1602;M/M PIQUET 50%POL/50%ALG - VINHO;KG;45,284;21,3302;965,92;44,85;2.031,17;52,45
Novembro;1655;M/M PIQUET 65%POLI.35%VISC - AZ MARINHO;KG;186,857;19,36;3.617,56;37,9;7.082,81;48,92
Novembro;453;M/M PIQUET 65%POLI.35%VISC - BRANCO;KG;11,127;18,3508;204,19;38,56;429,05;52,41
Novembro;1659;M/M PIQUET 65%POLI. 35%VISC - CZ PRATA;KG;191,89;20,59;3.951,02;33,2;6.370,75;37,98
Novembro;1552;M/M PIQUET 65%POLI. 35%VISC - MESCLA;KG;79,684;18,4801;1.472,57;42,58;3.392,60;56,59
Novembro;1656;M/M PIQUET 65%POLI. 35%VISC - PRETO;KG;69,476;20,47;1.422,18;39,87;2.769,82;48,65
Novembro;1691;M/M PIQUET - 65% POLIESTER/35% - CHUMBO;KG;3,892;21,038;81,88;40,05;155,89;47,48
Novembro;1690;M/M PIQUET - 65% POLIESTER/35% - ROYAL;KG;29,707;19,6899;584,93;38,93;1.156,64;49,43
Novembro;1713;M/M PIQUET PV - VERMELHO;KG;10,607;20,049;212,66;39,3;416,9;48,99
Novembro;1621;M/M PV 65%POLIEST. 35%VISC. - AM CANARIO;KG;239,47;18,1799;4.353,56;33,8;8.093,89;46,21
Novembro;1628;M/M PV 65%POLIEST. 35%VISC. - AM OURO;KG;266,555;17,85;4.758,03;31,99;8.526,63;44,2
Novembro;1607;M/M PV 65%POLIEST. 35%VISC. - AZ MARINHO;KG;3248,06;18,9371;61.509,04;32,78;106.457,08;42,22
Novembro;1645;M/M PV 65%POLIEST. 35%VISC. - AZUL BEBE;KG;165,782;16,89;2.800,06;31,64;5.244,52;46,61
Novembro;1606;M/M PV 65%POLIEST. 35%VISC. - AZUL ROYAL;KG;2901,925;19,588;56.843,14;32,32;93.803,93;39,4
Novembro;1631;M/M PV 65%POLIEST. 35%VISC. - BANDEIRA;KG;611,65;22,4843;13.752,54;32,54;19.902,75;30,9
Novembro;1612;M/M PV 65%POLIEST. 35%VISC. - BEGE AREIA;KG;131,625;17,9299;2.360,03;33,51;4.411,18;46,5
Novembro;1544;M/M PV 65%POLIEST. 35%VISC. - BRANCO;KG;4049,593;16,2908;65.971,33;27,53;111.490,72;40,83
Novembro;1644;M/M PV 65%POLIEST. 35%VISC. - CAQUI;KG;129,195;18,3099;2.365,56;32,49;4.197,43;43,64
Novembro;1632;M/M PV 65%POLIEST. 35%VISC. - CELESTE;KG;111,24;17,83;1.983,41;31,86;3.544,32;44,04
Novembro;1629;M/M PV 65%POLIEST. 35%VISC. - CZ CHUMBO;KG;919,759;18,8059;17.296,98;32,06;29.491,75;41,35
Novembro;1662;M/M PV 65%POLIEST. 35%VISC. - CZ FORTE;KG;45,323;19,19;869,75;31,65;1.434,50;39,37
Novembro;1617;M/M PV 65%POLIEST. 35%VISC. - CZ PRATA;KG;242;17,7263;4.289,78;30,42;7.362,51;41,73
Novembro;1627;M/M PV 65%POLIEST. 35%VISC. - ESMERALDA;KG;199,819;20,0398;4.004,35;32,6;6.513,16;38,52
Novembro;1610;M/M PV 65%POLIEST. 35%VISC. - FERRARI;KG;1108,714;19,5605;21.687,10;31,74;35.192,86;38,38
Novembro;1635;M/M PV 65%POLIEST. 35%VISC. - GRAFITE;KG;718,882;21,1;15.168,46;32,29;23.211,38;34,65
Novembro;1622;M/M PV 65%POLIEST. 35%VISC. - JADE;KG;277,185;22,1501;6.139,70;33,7;9.340,14;34,27
Novembro;1615;M/M PV 65%POLIEST. 35%VISC. - LARANJA;KG;696,46;19,6411;13.679,27;33,25;23.157,61;40,93
Novembro;1643;M/M PV 65%POLIEST. 35%VISC. - MARROM;KG;39,42;19,76;778,94;34,72;1.368,48;43,08
Novembro;1634;M/M PV 65%POLIEST. 35%VISC. - MOTORISTA;KG;439,165;17,753;7.796,51;31,79;13.960,66;44,15
Novembro;1641;M/M PV 65%POLIEST. 35%VISC. - PEROLA;KG;32,28;18,3503;592,35;31,64;1.021,37;42
Novembro;1619;M/M PV 65%POLIEST. 35%VISC. - PETROLEO;KG;348,438;20,8149;7.252,73;33,9;11.812,16;38,6
Novembro;1616;M/M PV 65%POLIEST. 35%VISC. - PINK;KG;199,05;17,91;3.565,00;32,52;6.473,04;44,93
Novembro;1609;M/M PV 65%POLIEST. 35%VISC. - PRETO;KG;3548,589;18,8983;67.062,33;32,57;115.593,24;41,98
Novembro;1625;M/M PV 65%POLIEST. 35%VISC. - ROXO;KG;318,447;18,7847;5.981,94;32,89;10.475,02;42,89
Novembro;1611;M/M PV 65%POLIEST. 35%VISC. - VD FOLHA;KG;932,017;22,6254;21.087,26;33;30.760,58;31,45
Novembro;1626;M/M PV 65%POLIEST. 35%VISC. - VD LIMAO;KG;436,484;19,0261;8.304,62;32,94;14.375,75;42,23
Novembro;1623;M/M PV 65%POLIEST. 35%VISC. - VD MUSGO;KG;1347,045;19,8945;26.798,85;32,66;43.997,46;39,09
Novembro;1624;M/M PV 65%POLIEST. 35%VISC. - VERDE AGUA;KG;153,74;17,4702;2.685,87;30,68;4.716,61;43,06
Novembro;1608;M/M PV 65%POLIEST. 35%VISC. - VERMELHO;KG;664,948;19,9034;13.234,77;32,32;21.493,28;38,42
Novembro;1620;M/M PV 65%POLIEST. 35%VISC. - VINHO;KG;348,68;19,43;6.774,88;33,35;11.629,33;41,74
Novembro;842;M/M PV 67%POLIEST. 33%VISC. - MESCLA;KG;2071,862;18,4112;38.145,54;32,78;67.923,08;43,84
Novembro;939;MOLETOM PA FLANELADO - BRANCO;KG;1724,69;20,6384;35.594,92;35,91;61.935,56;42,53
Novembro;1494;PUNHO AD. 50%ALG / 50%POLI - AZ MARINHO;PC;569;0,4872;277,27;2,34;1.334,20;79,22
Novembro;1007;PUNHO AD. 50%ALG / 50%POLI - AZUL ROYAL;PC;380;0,5343;203,07;2,29;871,5;76,7
Novembro;1004;PUNHO AD. 50%ALG / 50%POLI - BRANCO;PC;1061;0,4;424,4;2,33;2.467,50;82,8
Novembro;1557;PUNHO AD. 50%ALG / 50%POLI - CZ CHUMBO;PC;93;0,46;42,78;2,17;201,9;78,81
Novembro;1006;PUNHO AD. 50%ALG / 50%POLI - GRAFITE;PC;90;0,47;42,3;2,35;211,2;79,97
Novembro;1558;PUNHO AD. 50%ALG / 50%POLI - MOTORISTA;PC;2;0,5;1;2,4;4,8;79,17
Novembro;1492;PUNHO AD. 50%ALG / 50%POLI - PRETO;PC;590;0,4728;279;2,26;1.331,40;79,04
Novembro;1541;PUNHO AD. 50%ALG / 50%POLI - VD BANDEIRA;PC;91;0,5071;46,15;2,18;198,8;76,79
Novembro;1549;PUNHO AD. 50%ALG / 50%POLI - VERDE MUSGO;PC;314;0,4981;156,41;2,23;700,5;77,67
Novembro;1493;PUNHO AD. 50%ALG / 50%POLI - VERMELHO;PC;267;0,49;130,83;2,25;601,9;78,26
Novembro;1604;PUNHO AD. 50%ALG / 50%POLI - VINHO;PC;52;0,57;29,64;2,19;113,8;73,95
Novembro;1650;PUNHO M/M 98% ALG 2% ELAST - AZ. MARINHO;KG;0,116;27,5862;3,2;46,55;5,4;40,74
Novembro;282;PUNHO M/M 98% ALG 2% ELAST - BRANCO;KG;6,089;19,4892;118,67;49,87;303,65;60,92
Novembro;1225;PUNHO M/M 98% ALG 2% ELAST - PRETO;KG;9,157;22,017;201,61;48,25;441,81;54,37
Novembro;1661;PUNHO PV RETILINEO - CZ PRATA;PC;700;0,51;357;2,15;1.505,00;76,28
Novembro;1554;PUNHO PV RETILINEO - MESCLA;PC;242;0,76;183,92;2,25;544,5;66,22
Novembro;1693;PUNHO RET. P/MALHA PIQUET - 65 - CHUMBO;PC;1;0,52;0,52;2,4;2,4;78,33
Novembro;1697;PUNHO RET. P/MALHA PIQUET - 65 - MARINHO;PC;392;0,48;188,16;2,3;901;79,12
Novembro;1699;PUNHO RET. P/MALHA PIQUET - 65 - PRETO;PC;187;0,58;108,46;2,31;432,3;74,91
Novembro;1702;PUNHO RET. P/MALHA PIQUET - BRANCO;PC;43;0,4827;20,76;2,31;99,3;79,09
Novembro;1712;PUNHO RET. P/MALHA PIQUET - VERMELHO;UN;38;0,67;25,46;2,31;87,6;70,94
Novembro;941;RIBANA PA MOLETOM 50%ALG/50%POLI -BRANCO;KG;15,852;19,0701;302,3;47,49;752,89;59,85
Novembro;1710;RIBANA PP 100% PES. - AMARELO BRILHANTE;KG;1,99;17,3266;34,48;50,26;100,02;65,53
Novembro;1698;RIBANA PP 100% PES. - AZUL MOTORISTA;KG;2,45;16,853;41,29;47,67;116,8;64,65
Novembro;1705;RIBANA PP 100% PES. - BEGE;KG;2,515;16,9383;42,6;47;118,21;63,96
Novembro;1707;RIBANA PP 100% PES. - CINZA PRATA;KG;1,87;17,6149;32,94;50,03;93,56;64,79
Novembro;1688;RIBANA PP 100% PES. - LARANJA;KG;1,966;17,9959;35,38;49,06;96,46;63,32
Novembro;1685;RIBANA PP 100% PES. - MARINHO;KG;16,21;17,0604;276,55;44,16;715,87;61,37
Novembro;1686;RIBANA PP 100% PES. - NAUTICO;KG;17,811;19,5603;348,39;47,6;847,78;58,91
Novembro;280;RIBANA PP 100% PES. - PÉROLA;KG;0,105;19,238;2,02;50,86;5,34;62,17
Novembro;1709;RIBANA PP 100% PES. - PETROLEO;KG;4,258;20,5025;87,3;49,03;208,78;58,19
Novembro;1706;RIBANA PP 100% PES. - PRETO;KG;29,174;18,4352;537,83;48,92;1.427,26;62,32
Novembro;1708;RIBANA PP 100% PES. - ROSA BEBE;KG;0,25;16,88;4,22;49,2;12,3;65,69
Novembro;1711;RIBANA PP 100% PES. - ROSA PINK;KG;1,733;16,7339;29;48,32;83,73;65,36
Novembro;1687;RIBANA PP 100% PES. - ROYAL;KG;4,294;18,8542;80,96;49,26;211,52;61,72
Novembro;1703;RIBANA PP 100% PES. - VERDE FOLHA;KG;8,192;20,1684;165,22;49,23;403,26;59,03
Novembro;1704;RIBANA PP 100% PES. - VERMELHO FERRARI;KG;8,135;19,818;161,22;48,31;393,01;58,98
Novembro;1293;RIBANA PV 65%P / 35%V - AMARELO CANARIO;KG;19,73;19,7704;390,07;47,13;929,96;58,06
Novembro;1098;RIBANA PV 65%P / 35%V - AMARELO OURO;KG;10,82;25,9186;280,44;47,38;512,64;45,29
Novembro;119;RIBANA PV 65%P / 35%V - AZUL BEBE;KG;9,04;17,8694;161,54;48,63;439,58;63,25
Novembro;122;RIBANA PV 65%P / 35%V - AZUL MARINHO;KG;135,422;20,2489;2.742,16;46,73;6.327,88;56,67
Novembro;1298;RIBANA PV 65%P / 35%V - AZUL MOTORISTA;KG;4,775;25,6942;122,69;48,84;233,23;47,4
Novembro;120;RIBANA PV 65%P / 35%V - AZUL ROYAL;KG;121,077;20,7553;2.513,00;46,42;5.620,66;55,29
Novembro;1630;RIBANA PV 65%P / 35%V - BEGE AREIA;KG;8,2;26,0695;213,77;46,41;380,6;43,83
Novembro;114;RIBANA PV 65%P / 35%V - BRANCO;KG;173,54;17,4693;3.031,63;47,24;8.198,16;63,02
Novembro;1595;RIBANA PV 65%P / 35%V - CAQUI;KG;2,716;26,4543;71,85;47,71;129,57;44,55
Novembro;1593;RIBANA PV 65%P / 35%V - CELESTE;KG;6,9;26,071;179,89;46,94;323,88;44,46
Novembro;1507;RIBANA PV 65%P / 35%V - CINZA CHUMBO;KG;22,702;20,5691;466,96;47,36;1.075,22;56,57
Novembro;1408;RIBANA PV 65%P / 35%V - CINZA PRATA;KG;6,39;18,7996;120,13;47,48;303,39;60,4
Novembro;123;RIBANA PV 65%P / 35%V - CZ FORTE;KG;0,5;20,6;10,3;48,6;24,3;57,61
Novembro;1591;RIBANA PV 65%P / 35%V - ESMERALDA;KG;1,401;21,0206;29,45;48,86;68,45;56,98
Novembro;1498;RIBANA PV 65%P / 35%V - FERRARI;KG;33,173;20,5902;683,04;48,48;1.608,14;57,53
Novembro;1586;RIBANA PV 65%P / 35%V - GRAFITE;KG;24,184;24,175;584,65;47,36;1.145,31;48,95
Novembro;1499;RIBANA PV 65%P / 35%V - JADE;KG;9,64;29,8506;287,76;47,32;456,18;36,92
Novembro;1186;RIBANA PV 65%P / 35%V - LARANJA;KG;20,645;16,2988;336,49;47,11;972,52;65,4
Novembro;1441;RIBANA PV 65%P / 35%V - MARROM;KG;8,435;20,7385;174,93;48,08;405,55;56,87
Novembro;177;RIBANA PV 65%P / 35%V - MESCLA;KG;61,69;19,4501;1.199,88;47,32;2.918,90;58,89
Novembro;917;RIBANA PV 65%P / 35%V - PEROLA;KG;1,1;26,0545;28,66;46,35;50,99;43,79
Novembro;1374;RIBANA PV 65%P / 35%V - PETROLEO;KG;17,085;25,5592;436,68;47,06;804,08;45,69
Novembro;1247;RIBANA PV 65%P / 35%V - PINK;KG;6,389;19,3316;123,51;47,01;300,36;58,88
Novembro;124;RIBANA PV 65%P / 35%V - PRETO;KG;151,51;19,9705;3.025,74;47,07;7.132,15;57,58
Novembro;1295;RIBANA PV 65%P / 35%V - ROXO;KG;10,45;26,9014;281,12;47,25;493,72;43,06
Novembro;121;RIBANA PV 65%P / 35%V - VERDE AGUA;KG;1,27;19,0551;24,2;42,08;53,44;54,72
Novembro;237;RIBANA PV 65%P / 35%V - VERDE BANDEIRA;KG;15,7;27,5044;431,82;47;737,9;41,48
Novembro;1506;RIBANA PV 65%P / 35%V - VERDE FOLHA;KG;30,245;23,754;718,44;47,35;1.432,19;49,84
Novembro;951;RIBANA PV 65%P / 35%V - VERDE LIMAO;KG;50,517;20,0397;1.012,35;47,45;2.397,13;57,77
Novembro;1286;RIBANA PV 65%P / 35%V - VERDE MUSGO;KG;41,188;24,441;1.006,68;46,77;1.926,39;47,74
Novembro;118;RIBANA PV 65%P / 35%V - VERMELHO;KG;25,897;20,9035;541,34;46,88;1.214,15;55,41
Novembro;1301;RIBANA PV 65%P / 35%V - VINHO;KG;6,635;22,5998;149,95;48,85;324,11;53,73
Dezembro;1467;GOLA AD. 50%ALG/50%POLI - AZUL MARINHO;PC;627;0,7;438,9;2,22;1.394,68;68,53
Dezembro;1476;GOLA AD. 50%ALG/50%POLI - AZUL MOTORISTA;PC;116;0,83;96,28;2,21;255,8;62,36
Dezembro;1002;GOLA AD. 50%ALG/50%POLI - AZUL ROYAL;PC;317;0,77;244,09;2,29;725,6;66,36
Dezembro;996;GOLA AD. 50%ALG/50%POLI - BRANCO;PC;247;0,6078;150,13;2,23;550,8;72,74
Dezembro;1528;GOLA AD. 50%ALG/50%POLI - CINZA CHUMBO;PC;52;0,66;34,32;2,19;114;69,89
Dezembro;1524;GOLA AD. 50%ALG/50%POLI - CINZA PRATA;PC;77;0,67;51,59;2,29;176,5;70,77
Dezembro;1001;GOLA AD. 50%ALG/50%POLI - GRAFITE;PC;51;0,67;34,17;2,3;117,4;70,89
Dezembro;1471;GOLA AD. 50%ALG/50%POLI - PRETO;PC;520;0,68;353,6;2,23;1.159,90;69,51
Dezembro;1526;GOLA AD. 50%ALG/50%POLI - VERDE BANDEIRA;PC;246;0,8;196,8;2,29;564,3;65,12
Dezembro;1474;GOLA AD. 50%ALG/50%POLI - VERDE MUSGO;PC;589;0,7;412,3;1,99;1.173,40;64,86
Dezembro;1466;GOLA AD. 50%ALG/50%POLI - VERMELHO;PC;279;0,74;206,46;2,24;625,4;66,99
Dezembro;1603;GOLA AD. 50%ALG/50%POLI - VINHO;PC;105;0,83;87,15;2,11;221,7;60,69
Dezembro;1574;GOLA AD.65%POLI / 35%VISC - AM CANARIO;PC;84;0,82;68,88;2,47;207,6;66,82
Dezembro;1545;GOLA AD.65%POLI / 35%VISC - AZ MOTORISTA;PC;48;0,85;40,8;2,14;102,8;60,31
Dezembro;1537;GOLA AD.65%POLI / 35%VISC - AZUL MARINHO;PC;729;0,75;546,75;2,21;1.609,50;66,03
Dezembro;1536;GOLA AD.65%POLI / 35%VISC - AZUL ROYAL;PC;152;0,76;115,52;2,29;347,4;66,75
Dezembro;1582;GOLA AD.65%POLI / 35%VISC - BEGE;PC;6;0,6;3,6;2,2;13,2;72,73
Dezembro;1534;GOLA AD.65%POLI / 35%VISC - BRANCO;PC;84;0,65;54,6;2,32;194,5;71,93
Dezembro;1652;GOLA AD.65%POLI / 35%VISC - CAQUI;PC;23;0,89;20,47;2,24;51,5;60,25
Dezembro;1648;GOLA AD.65%POLI / 35%VISC - CINZA CHUMBO;PC;154;0,85;130,9;2,15;331,3;60,49
Dezembro;1678;GOLA AD.65%POLI / 35%VISC - CINZA FORTE;PC;6;0,82;4,92;2,4;14,4;65,83
Dezembro;1576;GOLA AD.65%POLI / 35%VISC - CINZA PRATA;PC;43;0,8174;35,15;2,2;94,5;62,8
Dezembro;1601;GOLA AD.65%POLI / 35%VISC - FERRARI;PC;332;0,84;278,88;2,32;769,4;63,75
Dezembro;1649;GOLA AD.65%POLI / 35%VISC - GRAFITE;PC;21;0,77;16,17;2,15;45,2;64,23
Dezembro;1584;GOLA AD.65%POLI / 35%VISC - JADE;PC;2;0,98;1,96;2,2;4,4;55,45
Dezembro;1651;GOLA AD.65%POLI / 35%VISC - LARANJA;PC;41;0,9;36,9;2,29;93,9;60,7
Dezembro;1553;GOLA AD.65%POLI / 35%VISC - MESCLA;PC;4734;0,7586;3.591,26;2,15;10.187,95;64,75
Dezembro;1583;GOLA AD.65%POLI / 35%VISC - PETROLEO;PC;84;0,79;66,36;2,27;190,6;65,18
Dezembro;1535;GOLA AD.65%POLI / 35%VISC - PRETO;PC;809;0,77;622,93;2,26;1.825,50;65,88
Dezembro;1581;GOLA AD.65%POLI / 35%VISC - VERDE FOLHA;PC;856;0,97;830,32;2,13;1.827,00;54,55
Dezembro;1555;GOLA AD.65%POLI / 35%VISC - VERDE MUSGO;PC;82;0,79;64,78;2,41;198;67,28
Dezembro;1538;GOLA AD.65%POLI / 35%VISC - VERMELHO;PC;163;0,86;140,18;2,35;382,6;63,36
Dezembro;1600;GOLA AD.65%POLI / 35%VISC - VINHO;PC;92;0,81;74,52;2,28;209,4;64,41
Dezembro;1657;GOLA PV RETILINEA - AZ MARINHO;PC;170;0,94;159,8;2,22;378,2;57,75
Dezembro;1701;GOLA PV RETILINEA - BRANCO;PC;46;0,78;35,88;2,32;106,7;66,37
Dezembro;1695;GOLA PV RETILINEA - CHUMBO;PC;2;0,84;1,68;2,4;4,8;65
Dezembro;1660;GOLA PV RETILINEA  - CZ PRATA;PC;1679;0,7;1.175,30;2,15;3.609,85;67,44
Dezembro;1658;GOLA PV RETILINEA - PRETO;PC;111;0,92;102,12;2,28;252,9;59,62
Dezembro;1694;GOLA PV RETILINEA  - ROYAL;PC;1227;0,75;920,25;1,61;1.977,40;53,46
Dezembro;1714;GOLA PV RETILINEA - VERMELHO;UN;52;0,95;49,4;2,3;119,6;58,7
Dezembro;1127;HELANCA 100% POLIESTER - AZUL MARINHO;KG;854,265;16,62;14.197,89;28,02;23.939,05;40,69
Dezembro;1125;HELANCA 100% POLIESTER - AZUL ROYAL;KG;332,49;16,98;5.645,69;26,94;8.957,76;36,97
Dezembro;1129;HELANCA 100% POLIESTER - BRANCA;KG;89,265;14,2702;1.273,83;28,67;2.558,91;50,22
Dezembro;1580;HELANCA 100% POLIESTER - CHUMBO;KG;31,275;15,09;471,94;28,38;887,52;46,82
Dezembro;1689;HELANCA 100% POLIESTER - CINZA PRATA;KG;4,6;17,1913;79,08;36,5;167,9;52,9
Dezembro;1253;HELANCA 100% POLIESTER - LARANJA;KG;31,572;20,5298;648,17;26,9;849,29;23,68
Dezembro;1248;HELANCA 100% POLIESTER - PRETO;KG;115,98;16,9801;1.969,36;28,67;3.324,69;40,77
Dezembro;1249;HELANCA 100% POLIESTER - VERDE BANDEIRA;KG;434,4;16,65;7.232,77;28,12;12.215,02;40,79
Dezembro;1130;HELANCA 100% POLIESTER - VERMELHO;KG;69,305;18,97;1.314,72;30,64;2.123,50;38,09
Dezembro;1543;MALHA ESPORTIVA 100% POLIESTER -AMARELO;KG;23,592;15,7807;372,3;38,13;899,49;58,61
Dezembro;1502;MALHA ESPORTIVA 100% POLIESTER -BANDEIRA;KG;26,91;22,5395;606,54;34,82;936,91;35,26
Dezembro;1146;MALHA ESPORTIVA 100% POLIESTER -BRANCO;KG;4310,711;14,5828;62.862,37;27,59;118.911,85;47,14
Dezembro;1529;MALHA ESPORTIVA 100% POLIESTER -LARANJA;KG;20,877;18,6909;390,21;37,78;788,7;50,52
Dezembro;1530;MALHA ESPORTIVA 100% POLIESTER -LIMAO;KG;114,442;16,26;1.860,83;36,33;4.157,64;55,24
Dezembro;1573;MALHA ESPORTIVA 100% POLIESTER -MARINHO;KG;198,466;16,2398;3.223,06;34,75;6.895,77;53,26
Dezembro;1716;MALHA ESPORTIVA 100% POLIESTER -PETROLEO;KG;30,83;18,4962;570,24;36,54;1.126,41;49,38
Dezembro;1577;MALHA ESPORTIVA 100% POLIESTER -PINK;KG;11,662;20,5616;239,79;38,84;452,94;47,06
Dezembro;1565;MALHA ESPORTIVA 100% POLIESTER -PRATA;KG;5,899;16,6909;98,46;38,83;229,04;57,01
Dezembro;1501;MALHA ESPORTIVA 100% POLIESTER -PRETO;KG;435,372;16,8225;7.324,08;34,51;15.025,66;51,26
Dezembro;1156;MALHA ESPORTIVA 100% POLIESTER -ROYAL;KG;189,706;16,3899;3.109,28;33,25;6.308,47;50,71
Dezembro;1500;MALHA ESPORTIVA 100% POLIESTER -VERMELHO;KG;33,249;17,2799;574,54;34,48;1.146,56;49,89
Dezembro;1570;MEIA MALHA 100% POLIESTER - AM CANARIO;KG;149,992;16,0601;2.408,89;29,92;4.488,46;46,33
Dezembro;1568;MEIA MALHA 100% POLIESTER - AZ MARINHO;KG;662,562;16,08;10.654,01;27,58;18.272,73;41,69
Dezembro;1571;MEIA MALHA 100% POLIESTER - AZ MOTORISTA;KG;119,675;15,59;1.865,74;30,15;3.607,68;48,28
Dezembro;1567;MEIA MALHA 100% POLIESTER - AZUL ROYAL;KG;557,419;16,43;9.158,44;29,37;16.369,89;44,05
Dezembro;1588;MEIA MALHA 100% POLIESTER - BEGE;KG;46,475;15,68;728,73;28,16;1.308,89;44,32
Dezembro;1312;MEIA MALHA 100% POLIESTER - BRANCA;KG;2891,872;15,4332;44.631,05;24,65;71.293,28;37,4
Dezembro;1572;MEIA MALHA 100% POLIESTER - CINZA PRATA;KG;381,448;16,33;6.229,06;30,08;11.472,07;45,7
Dezembro;1566;MEIA MALHA 100% POLIESTER - FERRARI;KG;300,139;16,99;5.099,38;31,24;9.374,95;45,61
Dezembro;1596;MEIA MALHA 100% POLIESTER - LARANJA;KG;523,558;16,7299;8.759,12;29,6;15.496,87;43,48
Dezembro;1682;MEIA MALHA 100% POLIESTER -  NAUTICO;KG;90,853;17,1401;1.557,23;30,09;2.733,76;43,04
Dezembro;1589;MEIA MALHA 100% POLIESTER - PEROLA;KG;78,302;15,6001;1.221,52;27,66;2.165,80;43,6
Dezembro;1587;MEIA MALHA 100% POLIESTER - PETROLEO;KG;89,783;18,71;1.679,84;28,99;2.603,13;35,47
Dezembro;1579;MEIA MALHA 100% POLIESTER - PINK;KG;6,85;15,6189;106,99;32,46;222,32;51,88
Dezembro;1563;MEIA MALHA 100% POLIESTER - PRETO;KG;704,491;17,2251;12.134,97;29,03;20.448,00;40,65
Dezembro;1646;MEIA MALHA 100% POLIESTER - ROSA BEBE;KG;24,83;15,6298;388,09;30,28;751,75;48,38
Dezembro;1578;MEIA MALHA 100% POLIESTER - VERDE FOLHA;KG;407,172;17,8699;7.276,15;28,55;11.623,61;37,4
Dezembro;23;M/M 100% ALGODAO PENTEADA - AZ MARINHO;KG;20,712;26,7704;554,47;36,87;763,69;27,4
Dezembro;16;M/M 100% ALGODAO PENTEADA - AZUL ROYAL;KG;11,4;26,4298;301,3;45,9;523,26;42,42
Dezembro;1326;M/M 100% ALGODAO PENTEADA - BRANCO;KG;82,22;17,1401;1.409,26;37,64;3.094,50;54,46
Dezembro;179;M/M 100% ALGODAO PENTEADA - PRETA;KG;8,088;19,6711;159,1;51,49;416,42;61,79
Dezembro;1551;MM 96% POLIESTER/4% ELASTANO - BRANCO;KG;6,4;26,5906;170,18;44,6;285,44;40,38
Dezembro;1475;M/M PIQUET 50%POL/50%ALG - AZ MOTORISTA;KG;25,02;25,46;637,01;44,24;1.106,87;42,45
Dezembro;1465;M/M PIQUET 50%POL/50%ALG - AZUL MARINHO;KG;325,98;21,2399;6.923,80;45,63;14.874,91;53,45
Dezembro;1491;M/M PIQUET 50%POL/50%ALG - AZUL ROYAL;KG;106,89;23,9;2.554,68;42,6;4.553,72;43,9
Dezembro;172;M/M PIQUET 50%POL/50%ALG - BRANCO;KG;136,705;17,2584;2.359,32;40,2;5.495,51;57,07
Dezembro;1520;M/M PIQUET 50%POL/50%ALG - CINZA CHUMBO;KG;13,34;19,7301;263,2;45,24;603,56;56,39
Dezembro;1519;M/M PIQUET 50%POL/50%ALG - CINZA PRATA;KG;17,73;18,8302;333,86;48,39;857,88;61,08
Dezembro;42;M/M PIQUET 50%POL/50%ALG - GRAFITE;KG;18,622;20,8001;387,34;46,85;872,38;55,6
Dezembro;1470;M/M PIQUET 50%POL/50%ALG - PRETO;KG;133,06;20,1901;2.686,50;46,48;6.185,23;56,57
Dezembro;1521;M/M PIQUET 50%POL/50%ALG - VD BANDEIRA;KG;125,655;22,0301;2.768,20;45,97;5.776,88;52,08
Dezembro;1473;M/M PIQUET 50%POL/50%ALG - VERDE MUSGO;KG;168,47;21,14;3.561,46;45,06;7.590,72;53,08
Dezembro;1464;M/M PIQUET 50%POL/50%ALG - VERMELHO;KG;76,65;21,1502;1.621,17;45,41;3.480,98;53,43
Dezembro;1602;M/M PIQUET 50%POL/50%ALG - VINHO;KG;33,3;21,33;710,29;45,02;1.499,23;52,62
Dezembro;1655;M/M PIQUET 65%POLI.35%VISC - AZ MARINHO;KG;56,45;19,3599;1.092,87;39,05;2.204,45;50,42
Dezembro;453;M/M PIQUET 65%POLI.35%VISC - BRANCO;KG;21,59;18,3501;396,18;37,31;805,44;50,81
Dezembro;1659;M/M PIQUET 65%POLI. 35%VISC - CZ PRATA;KG;435,98;22;9.591,56;33,2;14.474,54;33,73
Dezembro;1552;M/M PIQUET 65%POLI. 35%VISC - MESCLA;KG;1127,765;18,48;20.841,10;32,05;36.150,38;42,35
